958,Malandis,54,m,459
959,Garamar,9,f,3123
960,Marilak,99,f,1533
961,Moogujar,30,f,2109
962,Nuath,52,f,4494
963,Saberhammer,38,m,1654
964,Kerandis,49,f,1779
965,Felhagda,68,m,3847
966,Gardatilar,68,m,3553
967,Adorabor,83,m,542
968,Zologis,49,m,4000
969,Goltijind,42,f,1494
970,Vizil,77,f,2245
971,Yggbor,74,m,3298
972,Doridwyn,7,f,948
973,Ironfont,20,m,954
974,Daizahn,78,m,1855
975,Ceth,52,m,4717
976,Broadfang,71,f,4457
977,Felordin,35,f,2164
978,Nall,100,f,4146
979,Fern,0,m,4080
980,Nuadanaya,89,f,3080
981,Kerathris,33,f,1397
982,Balladolen,6,m,3152
983,Penius,62,m,2364
984,Bonn,30,m,4695
985,Gavinrahelm,51,m,4366
986,Yozshusho,74,f,2740
987,Thodar,25,m,1273
988,Blackbrand,10,m,409
989,Magra,100,m,1266
990,Miralar,5,m,1416
991,Whiteworm,8,f,3511
992,Mit,15,m,189
993,Folas,78,f,4287
994,Siralv,98,f,4898
995,Diana,97,m,3426
996,Balas,87,f,4528
997,Kasida,35,m,4185
998,Dagdamath,86,f,851
999,Kantrius,17,f,1711
